lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.2237.1,intronic,XM_012714658.2
STRG.2238.1,antisense,XM_004496663.3
STRG.2239.1,intronic,XR_003472326.1
STRG.2239.1,intronic,XM_004496666.3
STRG.224.1,antisense,XM_004487006.3
STRG.2240.1,antisense,XM_012714731.2
STRG.2240.1,antisense,XM_004496680.3
STRG.2242.1,antisense,XM_004496689.3
STRG.2242.1,antisense,XM_004496688.3
STRG.2243.1,overlapping,XR_003472379.1
STRG.2244.1,antisense,XM_012714699.2
STRG.2244.1,overlapping,XM_004496699.3
STRG.2245.1,antisense,XM_004496704.3
STRG.2246.1,intronic,XM_004496796.2
STRG.2247.1,intronic,XM_004496714.3
STRG.2248.1,intronic,XR_003472624.1
STRG.2249.1,antisense,XM_004496719.3
STRG.2249.1,antisense,unassigned_transcript_224
STRG.2249.1,overlapping,XM_004496717.3
STRG.2249.1,overlapping,XM_004496718.3
STRG.2250.1,intronic,XM_004496717.3
STRG.2251.1,antisense,XM_004496721.3
STRG.2251.1,antisense,XR_003472427.1
STRG.2252.1,antisense,XM_027333685.1
STRG.2252.1,antisense,XM_004496723.3
STRG.2252.1,antisense,XM_004496722.3
STRG.2253.1,intronic,XR_003472417.1
STRG.2253.1,intronic,XR_003472418.1
STRG.2254.1,antisense,XM_004496727.3
STRG.2254.1,antisense,XM_012714691.2
STRG.2254.1,overlapping,XR_001143675.1
STRG.2254.2,overlapping,XR_001143675.1
STRG.2254.2,antisense,XM_012714691.2
STRG.2254.2,antisense,XM_004496727.3
STRG.2255.1,antisense,XM_027333489.1
STRG.2255.1,overlapping,XR_003472348.1
STRG.2255.1,antisense,XR_003472346.1
STRG.2255.1,antisense,XM_027333487.1
STRG.2255.1,antisense,XM_027333488.1
STRG.2257.1,antisense,XM_004496751.3
STRG.2257.1,antisense,XM_004496750.3
STRG.2257.1,antisense,XM_004496749.3
STRG.2259.1,overlapping,XM_004496753.3
STRG.2260.1,intronic,XM_027334188.1
STRG.2261.1,intronic,XR_003472337.1
STRG.2262.1,overlapping,XM_027333445.1
STRG.2262.1,overlapping,XM_027333444.1
STRG.2262.1,overlapping,XM_004496810.3
STRG.2262.1,overlapping,XM_027333446.1
STRG.2263.1,antisense,XM_004496811.3
STRG.2265.1,overlapping,XM_027334036.1
STRG.2266.1,intronic,XR_003472178.1
STRG.2266.1,overlapping,unassigned_transcript_226
STRG.2267.1,antisense,XM_027333366.1
STRG.2268.1,overlapping,XM_004496818.3
STRG.2268.1,overlapping,XR_001143680.2
STRG.2269.1,overlapping,XM_012714755.2
STRG.227.1,overlapping,XR_003472978.1
STRG.2270.1,intronic,XM_004496849.3
STRG.2271.1,overlapping,XM_004496862.3
STRG.2271.1,overlapping,XM_004496864.3
STRG.2271.1,overlapping,XM_004496858.3
STRG.2271.1,overlapping,XM_004496859.3
STRG.2271.1,overlapping,XR_189692.3
STRG.2271.1,overlapping,XR_003472213.1
STRG.2271.1,overlapping,XR_001143681.2
STRG.2271.1,overlapping,XM_004496865.3
STRG.2271.2,overlapping,XM_004496862.3
STRG.2271.2,overlapping,XM_004496864.3
STRG.2271.2,overlapping,XR_001143681.2
STRG.2271.2,overlapping,XR_003472213.1
STRG.2271.2,overlapping,XR_189692.3
STRG.2271.2,overlapping,XM_004496865.3
STRG.2271.2,overlapping,XM_004496858.3
STRG.2271.2,overlapping,XM_004496859.3
STRG.2271.3,overlapping,XM_004496862.3
STRG.2271.3,overlapping,XM_004496864.3
STRG.2271.3,overlapping,XM_004496859.3
STRG.2271.3,overlapping,XR_001143681.2
STRG.2271.3,overlapping,XR_003472213.1
STRG.2271.3,overlapping,XR_189692.3
STRG.2271.3,overlapping,XM_004496865.3
STRG.2271.3,overlapping,XM_004496858.3
STRG.2271.4,overlapping,XM_004496865.3
STRG.2271.4,overlapping,XR_001143681.2
STRG.2271.4,overlapping,XM_004496862.3
STRG.2271.4,overlapping,XM_004496859.3
STRG.2271.4,overlapping,XR_003472213.1
STRG.2271.4,overlapping,XR_189692.3
STRG.2271.4,overlapping,XM_004496864.3
STRG.2271.4,overlapping,XM_004496858.3
STRG.2271.5,overlapping,XM_004496859.3
STRG.2271.5,overlapping,XM_004496862.3
STRG.2271.5,overlapping,XM_004496864.3
STRG.2271.5,overlapping,XM_004496858.3
STRG.2271.5,overlapping,XR_189692.3
STRG.2271.5,overlapping,XR_003472213.1
STRG.2271.5,overlapping,XR_001143681.2
STRG.2271.5,overlapping,XM_004496865.3
STRG.2271.6,overlapping,XR_001143681.2
STRG.2271.6,overlapping,XR_003472213.1
STRG.2271.6,overlapping,XR_189692.3
STRG.2271.6,overlapping,XM_004496865.3
STRG.2271.6,overlapping,XM_004496858.3
STRG.2271.6,overlapping,XM_004496859.3
STRG.2271.6,overlapping,XM_004496864.3
STRG.2271.6,overlapping,XM_004496862.3
STRG.2271.7,overlapping,XM_004496862.3
STRG.2271.7,overlapping,XM_004496864.3
STRG.2271.7,overlapping,XM_004496858.3
STRG.2271.7,overlapping,XM_004496859.3
STRG.2271.7,overlapping,XR_189692.3
STRG.2271.7,overlapping,XR_003472213.1
STRG.2271.7,overlapping,XR_001143681.2
STRG.2271.7,overlapping,XM_004496865.3
STRG.2271.8,overlapping,XM_004496862.3
STRG.2271.8,overlapping,XM_004496864.3
STRG.2271.8,overlapping,XM_004496859.3
STRG.2271.8,overlapping,XM_004496858.3
STRG.2271.8,overlapping,XR_001143681.2
STRG.2271.8,overlapping,XR_189692.3
STRG.2271.8,overlapping,XM_004496865.3
STRG.2271.8,overlapping,XR_003472213.1
STRG.2272.1,intronic,XM_004496866.3
STRG.2273.1,overlapping,XR_003472312.1
STRG.2274.1,overlapping,XM_004496870.3
STRG.2275.1,intronic,XM_004496879.3
STRG.2276.1,antisense,XM_027334170.1
STRG.2278.1,intronic,XM_004496913.3
STRG.2279.1,antisense,XM_004496920.2
STRG.228.1,intronic,XM_004487030.3
STRG.228.1,intronic,XM_012714747.2
STRG.2280.1,overlapping,XR_003472389.1
STRG.2281.1,antisense,XM_004496928.3
STRG.2282.1,overlapping,XR_003472717.1
STRG.2282.1,overlapping,XR_003472396.1
STRG.2282.1,overlapping,XR_003472693.1
STRG.2282.1,overlapping,XR_003472718.1
STRG.2282.1,overlapping,XR_003472690.1
STRG.2283.1,overlapping,XM_004496943.3
STRG.2283.1,overlapping,XM_027333704.1
STRG.2283.1,overlapping,XM_027333705.1
STRG.2283.1,antisense,XM_004496940.3
STRG.2284.1,overlapping,XM_027333704.1
STRG.2284.1,overlapping,XM_027333705.1
STRG.2284.1,overlapping,XM_004496943.3
STRG.2285.1,intronic,XM_004496948.3
STRG.2285.1,intronic,XM_027333369.1
STRG.2285.1,intronic,XM_004496949.3
STRG.2286.1,intronic,XM_004496957.3
STRG.2286.1,intronic,XM_004496958.3
STRG.2286.1,intronic,XM_004496956.3
STRG.2287.1,antisense,XM_004496961.3
STRG.2287.1,intronic,XR_003472210.1
STRG.2288.1,overlapping,XR_003472319.1
STRG.2289.1,intronic,XR_003472270.1
STRG.229.1,intronic,XM_004487031.3
STRG.2291.1,antisense,XM_004496989.3
STRG.2292.1,intronic,XM_004497222.3
STRG.2293.1,overlapping,XR_003472653.1
STRG.2294.1,overlapping,XM_004497018.3
STRG.2294.1,overlapping,XR_003472609.1
STRG.2295.1,overlapping,XM_027333289.1
STRG.2295.1,overlapping,XM_027333288.1
STRG.2295.1,overlapping,XM_027333290.1
STRG.2295.1,overlapping,XM_027333291.1
STRG.2296.1,intronic,XM_004497023.3
STRG.2299.1,intronic,XR_003472395.1
STRG.2299.1,overlapping,XR_003472390.1
STRG.2299.1,overlapping,XR_003472391.1
STRG.2299.1,overlapping,XR_003472392.1
STRG.2299.1,overlapping,XR_003472394.1
STRG.2299.1,overlapping,XR_003472393.1
STRG.23.1,intronic,XM_004486180.3
STRG.230.1,overlapping,XR_003472975.1
STRG.230.1,antisense,XM_012715480.2
STRG.2300.1,overlapping,XM_004497043.3
STRG.2301.1,intronic,XR_001143683.2
STRG.2302.1,overlapping,XM_004497080.3
STRG.2303.1,overlapping,XM_004497089.3
STRG.2304.1,overlapping,XM_012714740.2
STRG.2304.1,overlapping,NM_001279210.1
STRG.2305.1,antisense,XM_004497107.3
STRG.2305.1,antisense,XM_027333893.1
STRG.2306.1,overlapping,XM_004497112.3
STRG.2306.1,antisense,unassigned_transcript_232
STRG.2307.1,overlapping,XM_004497116.3
STRG.2308.1,intronic,XR_003472320.1
STRG.2308.1,intronic,XR_001143685.2
STRG.2308.1,intronic,XR_003472321.1
STRG.2308.1,intronic,XR_001143684.2
STRG.2308.1,intronic,XR_189693.3
STRG.2309.1,antisense,XM_004497128.3
STRG.231.1,overlapping,XM_004487061.3
STRG.2310.1,intronic,XM_027333456.1
STRG.2310.1,intronic,XM_004497128.3
STRG.2311.1,intronic,XM_004497147.3
STRG.2312.1,intronic,XR_003472349.1
STRG.2312.1,intronic,XM_004497151.3
STRG.2312.1,intronic,XM_004497150.3
STRG.2312.1,intronic,XM_004497153.3
STRG.2313.1,overlapping,XM_027333852.1
STRG.2314.1,intronic,XM_027333853.1
STRG.2315.1,antisense,XR_003472594.1
STRG.2315.1,antisense,XM_004497162.3
STRG.2315.1,antisense,XR_003472593.1
STRG.2315.1,antisense,XM_027334016.1
STRG.2315.1,antisense,XR_003472592.1
STRG.2316.1,antisense,XM_004497167.3
STRG.2316.1,antisense,XM_004497166.3
STRG.2317.1,antisense,XM_004497168.3
STRG.2317.1,overlapping,XR_003472372.1
STRG.2318.1,intronic,XM_027333554.1
STRG.2319.1,overlapping,XM_004497176.3
STRG.2320.1,overlapping,XM_004497177.3
STRG.2320.1,overlapping,XM_027333963.1
STRG.2321.1,antisense,XM_004497189.3
STRG.2324.1,antisense,XM_004497196.3
STRG.2324.1,antisense,XM_004497195.3
STRG.2324.1,antisense,XM_027334052.1
STRG.2325.1,overlapping,XM_004497205.3
STRG.2325.1,overlapping,XM_004497206.3
STRG.2327.1,overlapping,XR_003472307.1
STRG.2327.1,overlapping,XR_003472306.1
STRG.2327.1,overlapping,XR_003472305.1
STRG.2327.1,overlapping,unassigned_transcript_233
STRG.2328.1,overlapping,XM_004497237.3
STRG.2329.1,antisense,XM_004497238.3
STRG.2329.1,antisense,XM_004497239.3
STRG.2330.1,overlapping,XR_003472335.1
STRG.2330.1,overlapping,XM_012714814.2
STRG.2331.1,overlapping,XM_004497262.3
STRG.2331.2,overlapping,XM_004497262.3
STRG.2332.1,overlapping,XM_004497264.3
STRG.2332.1,overlapping,XM_027334031.1
STRG.2333.1,antisense,XM_004497264.3
STRG.2333.1,antisense,XM_027334031.1
STRG.2337.1,intronic,XM_004497279.3
STRG.2337.1,intronic,XM_004497280.3
STRG.2337.1,intronic,XM_027334044.1
STRG.2337.1,intronic,XM_027334043.1
STRG.2337.1,intronic,XM_027334042.1
STRG.2337.1,intronic,XM_027334045.1
STRG.2337.1,overlapping,XM_012714815.2
STRG.2338.1,intronic,XR_003472339.1
STRG.2339.1,overlapping,XM_004497328.3
STRG.234.1,antisense,XM_004487089.3
STRG.2340.1,antisense,XM_004497309.3
STRG.2341.1,overlapping,XR_001143694.2
STRG.2341.2,overlapping,XR_001143694.2
STRG.2343.1,antisense,XM_012714834.2
STRG.2343.1,antisense,XM_027334155.1
STRG.2343.1,overlapping,XR_003472650.1
STRG.2344.1,overlapping,XM_004497344.3
STRG.2345.1,antisense,XM_004497345.3
STRG.2346.1,overlapping,XM_004497346.3
STRG.2347.1,antisense,XM_004497347.3
STRG.2348.1,overlapping,XR_001143702.2
STRG.2348.1,overlapping,XR_003472555.1
STRG.2348.1,antisense,XM_004497353.3
STRG.2348.1,overlapping,XR_003472554.1
STRG.2348.2,overlapping,XR_001143702.2
STRG.2348.2,overlapping,XR_003472555.1
STRG.2348.2,antisense,XM_004497353.3
STRG.2348.2,overlapping,XR_003472554.1
STRG.2349.1,overlapping,XM_004497363.3
STRG.235.1,intronic,XM_027335758.1
STRG.235.1,overlapping,XM_027335760.1
STRG.235.1,overlapping,XM_004487196.3
STRG.235.1,overlapping,XM_027335762.1
STRG.2350.1,intronic,XM_027333555.1
STRG.2351.1,overlapping,XM_027333187.1
STRG.2351.1,intronic,XM_027333186.1
STRG.2351.1,overlapping,XM_027333185.1
STRG.2353.1,overlapping,XR_001143697.2
STRG.2353.1,intronic,XR_001143698.2
STRG.2353.1,intronic,XR_001143699.1
STRG.2353.1,intronic,XR_003472184.1
STRG.2353.1,intronic,XR_003472182.1
STRG.2353.1,intronic,XR_003472183.1
STRG.2353.2,intronic,XR_001143699.1
STRG.2353.2,intronic,XR_003472184.1
STRG.2353.2,intronic,XR_003472182.1
STRG.2353.2,intronic,XR_003472183.1
STRG.2353.2,intronic,XR_001143698.2
STRG.2353.2,overlapping,XR_001143697.2
STRG.2353.3,overlapping,XR_001143697.2
STRG.2353.3,intronic,XR_001143698.2
STRG.2353.3,intronic,XR_001143699.1
STRG.2353.3,intronic,XR_003472183.1
STRG.2353.3,intronic,XR_003472182.1
STRG.2353.3,intronic,XR_003472184.1
STRG.2354.1,overlapping,XR_189702.3
STRG.2354.1,overlapping,XR_189701.3
STRG.2354.1,overlapping,XR_001143706.1
STRG.2354.1,overlapping,XM_004497388.3
STRG.2354.1,overlapping,XM_004497389.3
STRG.2355.1,antisense,XM_012714850.2
STRG.2355.1,antisense,XM_027333776.1
STRG.2355.1,antisense,XM_012714849.2
STRG.2355.1,antisense,XM_027333775.1
STRG.2355.1,antisense,XM_012714846.2
STRG.2355.1,antisense,XM_012714845.2
STRG.2355.1,antisense,XM_012714848.2
STRG.2355.1,antisense,XM_012714847.2
STRG.2356.1,antisense,XM_004497401.3
STRG.2357.1,overlapping,XM_004497414.2
STRG.2358.1,overlapping,XM_012714840.2
STRG.236.1,overlapping,XM_004487100.3
STRG.236.1,overlapping,XR_001143931.2
STRG.2361.1,overlapping,XR_003472358.1
STRG.2361.1,overlapping,XR_003472357.1
STRG.2362.1,overlapping,XM_004497442.3
STRG.2362.1,intronic,XM_004497443.3
STRG.2364.1,overlapping,XR_001143710.2
STRG.2365.1,overlapping,XM_004497446.3
STRG.2370.1,overlapping,XM_004497473.3
STRG.2371.1,overlapping,XM_004497474.3
STRG.2372.1,antisense,XM_027333558.1
STRG.2372.1,overlapping,XM_012714860.2
STRG.2373.1,overlapping,XM_004497478.3
STRG.2374.1,antisense,XM_004497481.3
STRG.2375.1,antisense,XM_004497486.3
STRG.2375.1,antisense,XM_004497487.3
STRG.2376.1,antisense,XM_004497487.3
STRG.2376.1,antisense,XM_004497486.3
STRG.2377.1,overlapping,XM_004497486.3
STRG.2377.1,overlapping,XM_004497487.3
STRG.2379.1,intronic,XM_027333178.1
STRG.2379.1,intronic,XM_027333179.1
STRG.2379.1,intronic,XM_027333177.1
STRG.2379.1,overlapping,XM_027333176.1
STRG.2379.1,overlapping,XM_027333180.1
STRG.238.1,overlapping,XM_004487114.3
STRG.2381.1,overlapping,XM_027333529.1
STRG.2381.1,overlapping,XM_027333531.1
STRG.2381.1,overlapping,XM_027333530.1
STRG.2381.1,overlapping,XM_004497524.2
STRG.2382.1,antisense,XR_003472384.1
STRG.2382.1,antisense,XR_003472383.1
STRG.2382.1,intronic,XR_003472386.1
STRG.2384.1,intronic,XR_003472385.1
STRG.2385.1,intronic,XR_003472387.1
STRG.2386.1,intronic,XM_027333533.1
STRG.2387.1,overlapping,XR_003472262.1
STRG.2388.1,overlapping,XM_027333559.1
STRG.2389.1,overlapping,XR_003472263.1
STRG.2389.1,antisense,XM_027333249.1
STRG.2389.1,antisense,XM_027333250.1
STRG.239.1,antisense,XM_004487125.3
STRG.2390.1,antisense,XM_012714900.2
STRG.2390.1,antisense,XM_027333361.1
STRG.2391.1,intronic,XR_003472672.1
STRG.2393.1,intronic,XR_003472636.1
STRG.2394.1,intronic,XR_003472635.1
STRG.2395.1,overlapping,XR_003472235.1
STRG.2396.1,intronic,XR_003472195.1
STRG.2397.1,antisense,XM_027334025.1
STRG.2397.1,antisense,XM_012714903.2
STRG.2397.1,antisense,XM_012714904.2
STRG.2397.1,antisense,XM_012714905.2
STRG.2397.1,antisense,XM_012714907.2
STRG.2397.1,antisense,XM_027334026.1
STRG.2397.1,antisense,XM_012714902.2
STRG.2398.1,intronic,XR_003472325.1
STRG.24.1,antisense,XM_004485452.3
STRG.24.1,antisense,XR_003474570.1
STRG.240.1,intronic,XM_004487200.3
STRG.2400.1,intronic,XR_003472194.1
STRG.2401.1,overlapping,XM_027333293.1
STRG.2401.1,overlapping,XM_027333294.1
STRG.2401.1,overlapping,XM_004497537.3
STRG.2402.1,overlapping,XM_004497543.3
STRG.2403.1,antisense,XM_012714912.2
STRG.2404.1,overlapping,XM_004497546.3
STRG.2405.1,antisense,XM_027333843.1
STRG.2405.1,antisense,XM_004497548.3
STRG.2406.1,antisense,XM_004497549.3
STRG.2407.1,overlapping,XR_003472345.1
STRG.2409.1,overlapping,XR_003472327.1
STRG.241.1,antisense,XM_004487133.3
STRG.2410.1,antisense,XM_027334119.1
STRG.2410.1,antisense,XM_004497567.3
STRG.2410.1,intronic,XR_003472628.1
STRG.2411.1,overlapping,XM_027334121.1
STRG.2412.1,antisense,XM_004497571.3
STRG.2413.1,intronic,XM_027333467.1
STRG.2415.1,intronic,XR_003472356.1
STRG.2417.1,intronic,XM_027334191.1
STRG.2418.1,intronic,XR_003472641.1
STRG.2419.1,intronic,XM_027333651.1
STRG.2421.1,intronic,XR_003472316.1
STRG.2422.1,overlapping,XM_004497605.3
STRG.2423.1,overlapping,XM_004497605.3
STRG.2424.1,overlapping,XM_012714921.2
STRG.2425.1,intronic,XR_003472410.1
STRG.2425.1,overlapping,XR_003472409.1
STRG.2426.1,overlapping,XR_003472198.1
STRG.2426.1,overlapping,XM_027333565.1
STRG.2426.1,overlapping,XR_003472197.1
STRG.2428.1,overlapping,XM_027333330.1
STRG.2429.1,overlapping,XR_001143723.2
STRG.2429.1,overlapping,XM_004497631.3
STRG.2429.1,overlapping,XR_001143724.2
STRG.2429.2,overlapping,XR_001143724.2
STRG.2429.2,overlapping,XR_001143723.2
STRG.2429.2,overlapping,XM_004497631.3
STRG.243.1,overlapping,XR_189317.3
STRG.2430.1,overlapping,XR_003472614.1
STRG.2431.1,overlapping,XR_001143726.2
STRG.2431.1,overlapping,XR_003472296.1
STRG.2431.1,overlapping,XR_189708.3
STRG.2433.1,overlapping,XM_004497654.3
STRG.2434.1,overlapping,XM_012714949.2
STRG.2434.1,intronic,XM_012714948.2
STRG.2436.1,intronic,XR_003472341.1
STRG.2437.1,overlapping,XM_004497664.3
STRG.2437.1,overlapping,XM_004497666.3
STRG.2437.1,overlapping,XM_004497665.3
STRG.2437.1,overlapping,XM_004497667.3
STRG.2437.1,overlapping,XM_004497663.3
STRG.2438.1,overlapping,XM_027333569.1
STRG.2438.1,overlapping,XR_003472180.1
STRG.2439.1,overlapping,XR_003472187.1
STRG.2439.1,antisense,XM_027333571.1
STRG.2439.1,overlapping,XM_027334186.1
STRG.2439.2,overlapping,XM_027334186.1
STRG.244.1,overlapping,XM_004487139.3
STRG.2440.1,overlapping,unassigned_transcript_242
STRG.2441.1,intronic,XM_004497708.3
STRG.2442.1,intronic,XM_027333573.1
STRG.2443.1,intronic,XM_004497710.3
STRG.2444.1,overlapping,XM_004497687.3
STRG.2444.1,overlapping,XM_027334163.1
STRG.2446.1,overlapping,XM_004497689.3
STRG.2446.1,overlapping,XR_003472373.1
STRG.2447.1,intronic,XM_004497689.3
STRG.2448.1,intronic,XR_003472373.1
STRG.2449.1,intronic,XR_003472189.1
STRG.245.1,overlapping,XM_004487149.3
STRG.245.1,overlapping,XM_004487146.3
STRG.245.1,overlapping,XM_012714859.2
STRG.245.1,overlapping,XM_004487147.3
STRG.245.1,overlapping,XR_189319.3
STRG.245.1,overlapping,XM_004487144.3
STRG.245.1,overlapping,XM_004487148.2
STRG.245.1,overlapping,XM_004487143.2
STRG.245.1,overlapping,XM_004487145.3
STRG.245.1,overlapping,XR_189318.3
STRG.245.1,overlapping,XM_004487150.3
STRG.245.2,overlapping,XM_004487145.3
STRG.245.2,overlapping,XM_004487143.2
STRG.245.2,overlapping,XM_004487146.3
STRG.245.2,overlapping,XM_004487150.3
STRG.245.2,overlapping,XM_004487147.3
STRG.245.2,overlapping,XR_189318.3
STRG.245.2,overlapping,XR_189319.3
STRG.245.2,overlapping,XM_012714859.2
STRG.245.2,overlapping,XM_004487148.2
STRG.245.2,overlapping,XM_004487144.3
STRG.245.2,overlapping,XM_004487149.3
STRG.2450.1,overlapping,XR_003472302.1
STRG.2452.1,overlapping,XM_004497701.3
STRG.2453.1,antisense,XM_004497722.3
STRG.2455.1,overlapping,XR_189713.3
STRG.2455.1,overlapping,XR_001143727.2
STRG.2456.1,overlapping,XM_004497724.3
STRG.2457.1,intronic,XR_003472411.1
STRG.2459.1,intronic,XR_003472333.1
STRG.246.1,overlapping,XR_003472402.1
STRG.2460.1,intronic,XR_003472216.1
STRG.2463.1,overlapping,XM_027333575.1
STRG.2464.1,antisense,XM_012714974.2
STRG.2464.1,antisense,XM_027333577.1
STRG.2465.1,intronic,XR_003472444.1
STRG.2466.1,intronic,XM_004497749.3
STRG.2467.1,intronic,XM_027333578.1
STRG.2468.1,intronic,XM_004497757.3
STRG.2469.1,intronic,XM_004497757.3
STRG.247.1,antisense,XM_027331662.1
STRG.247.1,antisense,XM_027331667.1
STRG.247.1,antisense,XM_027331668.1
STRG.247.1,antisense,XM_027331665.1
STRG.2470.1,intronic,XR_003472644.1
STRG.2471.1,overlapping,XM_004497764.2
STRG.2472.1,overlapping,XM_004497773.1
STRG.2473.1,antisense,XM_004497766.3
STRG.2474.1,overlapping,XM_004497767.3
STRG.2475.1,overlapping,XM_027333927.1
STRG.2476.1,overlapping,XM_027333581.1
STRG.2476.1,intronic,XR_003472234.1
STRG.2477.1,intronic,XM_027333581.1
STRG.248.1,overlapping,XM_027331665.1
STRG.248.1,overlapping,XM_027331662.1
STRG.248.1,overlapping,XM_027331668.1
STRG.248.1,overlapping,XM_027331667.1
STRG.2481.1,intronic,XR_003472421.1
STRG.2483.1,intronic,XM_012714982.2
STRG.2484.1,overlapping,XR_003472269.1
STRG.2485.1,intronic,XM_004497797.3
STRG.2485.1,intronic,XR_003472278.1
STRG.2485.1,intronic,XR_003472279.1
STRG.2489.1,overlapping,XR_189714.2
STRG.249.1,overlapping,XM_004487245.3
STRG.249.1,overlapping,XM_004487244.3
STRG.2490.1,overlapping,XR_003472502.1
STRG.2490.1,overlapping,XR_003472506.1
STRG.2490.1,overlapping,XR_189715.3
STRG.2490.1,overlapping,XR_003472501.1
STRG.2490.1,overlapping,XR_003472503.1
STRG.2490.1,overlapping,XR_003472504.1
STRG.2490.1,overlapping,XR_003472499.1
STRG.2490.1,intronic,XR_003472505.1
STRG.2490.1,overlapping,XR_003472500.1
STRG.2490.2,intronic,XR_003472505.1
STRG.2490.2,overlapping,XR_003472499.1
STRG.2490.2,overlapping,XR_003472500.1
STRG.2490.2,overlapping,XR_003472501.1
STRG.2490.2,overlapping,XR_003472502.1
STRG.2490.2,overlapping,XR_003472506.1
STRG.2490.2,overlapping,XR_189715.3
STRG.2490.2,overlapping,XR_003472504.1
STRG.2490.2,overlapping,XR_003472503.1
STRG.2493.1,overlapping,XR_003472314.1
STRG.2493.1,overlapping,XR_003472315.1
STRG.2493.1,overlapping,XR_003472313.1
STRG.2493.2,overlapping,XR_003472315.1
STRG.2493.2,overlapping,XR_003472314.1
STRG.2493.2,overlapping,XR_003472313.1
STRG.2493.3,overlapping,XR_003472314.1
STRG.2493.3,overlapping,XR_003472315.1
STRG.2493.3,overlapping,XR_003472313.1
STRG.2493.4,overlapping,XR_003472313.1
STRG.2493.4,overlapping,XR_003472314.1
STRG.2493.4,overlapping,XR_003472315.1
STRG.2494.1,antisense,XM_004497894.3
STRG.2495.1,overlapping,XR_001143736.2
STRG.2495.1,antisense,XM_012715018.2
STRG.2495.1,antisense,XM_012715017.2
STRG.2495.1,antisense,XM_012715019.2
STRG.2496.1,overlapping,XM_004497845.3
STRG.2497.1,overlapping,XR_003472611.1
STRG.2497.1,overlapping,XR_003472610.1
STRG.2499.1,overlapping,XR_001143733.2
STRG.2499.1,overlapping,XR_001143734.2
STRG.25.1,overlapping,XR_003473894.1
STRG.2502.1,antisense,XM_004497881.3
STRG.2503.1,overlapping,XM_004497884.3
STRG.2504.1,overlapping,XM_012714997.2
STRG.2504.1,overlapping,XM_012714998.2
STRG.2507.1,overlapping,XR_003472292.1
STRG.2507.1,overlapping,XR_003472291.1
STRG.2507.2,overlapping,XR_003472291.1
STRG.2507.2,overlapping,XR_003472292.1
STRG.2508.1,intronic,XR_003472291.1
STRG.2508.1,intronic,XR_003472292.1
STRG.2509.1,intronic,XM_004497960.2
STRG.251.1,overlapping,XM_012716534.2
STRG.2510.1,intronic,XM_004497912.3
STRG.2510.1,intronic,XR_003472608.1
STRG.2513.1,overlapping,XM_004497968.2
STRG.2514.1,overlapping,XR_189717.3
STRG.2514.1,overlapping,XR_001143738.2
STRG.2515.1,overlapping,XR_003472378.1
STRG.2518.1,intronic,XR_189719.3
STRG.2519.1,overlapping,XM_027333950.1
STRG.2519.1,overlapping,XM_027333949.1
STRG.2520.1,overlapping,XM_027333306.1
STRG.2521.1,antisense,XM_027333306.1
